fecha,pais,ciudad,latitud,longitud,tipo_alojamiento,duracion_estancia,gasto_diario,valoracion,transporte,motivo_viaje
2023-05-27,España,Málaga,36.7213,-4.4214,Hostal,8,79.02,1,Avión,Vacaciones
2023-10-31,España,Barcelona,41.3851,2.1734,Hotel,10,100.65,5,Avión,Negocios
2023-07-27,Francia,Niza,43.7102,7.262,Hostal,13,92.93,2,Tren,Negocios
2023-05-11,Reino Unido,Londres,51.5074,-0.1278,Hostal,1,85.91,5,Coche,Vacaciones
2023-06-01,Italia,Florencia,43.7696,11.2558,Hostal,2,117.45,1,Avión,Estudios
2023-02-23,Alemania,Múnich,48.1351,11.582,Hotel,10,110.29,5,Autobús,Visita familiar
2023-04-30,España,Madrid,40.4168,-3.7038,Apartamento,11,52.61,2,Autobús,Vacaciones
2023-06-10,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,5,61.78,3,Avión,Vacaciones
2023-04-26,España,Valencia,39.4699,-0.3763,Apartamento,11,70.47,3,Coche,Negocios
2023-03-16,España,Madrid,40.4168,-3.7038,Hotel,13,75.77,4,Tren,Vacaciones
2023-04-23,España,Madrid,40.4168,-3.7038,Apartamento,11,80.83,5,Tren,Visita familiar
2023-04-14,España,Sevilla,37.3891,-5.9845,Apartamento,14,87.9,4,Coche,Estudios
2023-12-06,España,Madrid,40.4168,-3.7038,Apartamento,12,110.69,4,Coche,Vacaciones
2023-09-11,Alemania,Múnich,48.1351,11.582,Hostal,13,66.28,5,Autobús,Vacaciones
2023-08-15,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,6,77.06,5,Avión,Negocios
2023-04-22,España,Sevilla,37.3891,-5.9845,Hotel,2,52.49,2,Tren,Visita familiar
2023-04-09,España,Madrid,40.4168,-3.7038,Apartamento,10,72.36,5,Coche,Vacaciones
2023-06-02,España,Málaga,36.7213,-4.4214,Hostal,5,93.77,5,Autobús,Estudios
2023-12-15,España,Sevilla,37.3891,-5.9845,Hotel,3,73.09,4,Tren,Vacaciones
2023-12-04,Francia,Lyon,45.764,4.8357,Apartamento,7,69.05,3,Autobús,Vacaciones
2023-07-13,Francia,Burdeos,44.8378,-0.5792,Hotel,12,84.63,1,Autobús,Vacaciones
2023-11-06,Italia,Roma,41.9028,12.4964,Hotel,12,107.08,3,Tren,Negocios
2023-06-12,España,Madrid,40.4168,-3.7038,Casa rural,1,72.46,5,Autobús,Vacaciones
2023-07-27,Italia,Milán,45.4642,9.19,Casa rural,5,130.66,1,Avión,Vacaciones
2023-06-18,Alemania,Hamburgo,53.5511,9.9937,Apartamento,12,74.61,5,Autobús,Vacaciones
2023-06-10,Italia,Nápoles,40.8518,14.2681,Hostal,3,87.51,2,Avión,Estudios
2023-03-09,Reino Unido,Manchester,53.4808,-2.2426,Casa rural,11,134.74,5,Coche,Vacaciones
2023-10-16,Francia,Marsella,43.2965,5.3698,Albergue,2,117.23,1,Tren,Vacaciones
2023-10-04,Francia,Niza,43.7102,7.262,Apartamento,12,95.83,2,Autobús,Vacaciones
2023-10-31,España,Valencia,39.4699,-0.3763,Apartamento,12,111.14,1,Avión,Vacaciones
2023-05-15,España,Sevilla,37.3891,-5.9845,Apartamento,3,61.98,2,Autobús,Negocios
2023-07-14,Alemania,Berlín,52.52,13.405,Hotel,10,154.19,4,Autobús,Estudios
2023-05-08,Alemania,Berlín,52.52,13.405,Apartamento,4,63.56,1,Avión,Vacaciones
2023-02-02,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,11,106.25,4,Autobús,Vacaciones
2023-06-25,España,Madrid,40.4168,-3.7038,Hostal,2,133.69,4,Tren,Estudios
2023-01-22,España,Madrid,40.4168,-3.7038,Casa rural,2,107.89,5,Tren,Vacaciones
2023-08-26,Alemania,Hamburgo,53.5511,9.9937,Hotel,3,98.46,3,Tren,Vacaciones
2023-06-07,Alemania,Hamburgo,53.5511,9.9937,Apartamento,2,133.77,2,Tren,Estudios
2023-02-07,Alemania,Berlín,52.52,13.405,Hotel,14,118.61,1,Avión,Vacaciones
2023-08-18,Francia,Marsella,43.2965,5.3698,Hotel,6,85.39,4,Autobús,Vacaciones
2023-02-20,Italia,Nápoles,40.8518,14.2681,Casa rural,2,146.27,5,Avión,Negocios
2023-09-21,Italia,Florencia,43.7696,11.2558,Apartamento,1,77.67,1,Autobús,Vacaciones
2023-10-10,España,Málaga,36.7213,-4.4214,Hostal,8,148.76,5,Coche,Vacaciones
2023-01-27,Francia,Burdeos,44.8378,-0.5792,Hotel,10,117.8,1,Autobús,Vacaciones
2023-08-14,Alemania,Berlín,52.52,13.405,Apartamento,4,88.19,5,Autobús,Vacaciones
2023-10-04,España,Madrid,40.4168,-3.7038,Apartamento,2,69.37,5,Tren,Negocios
2023-10-13,Francia,Burdeos,44.8378,-0.5792,Hotel,4,104.8,3,Autobús,Vacaciones
2023-04-07,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,11,81.47,4,Coche,Vacaciones
2023-10-11,Francia,Lyon,45.764,4.8357,Hotel,2,103.24,2,Avión,Vacaciones
2023-11-13,España,Barcelona,41.3851,2.1734,Apartamento,11,122.91,2,Tren,Vacaciones
2023-10-31,Italia,Florencia,43.7696,11.2558,Albergue,5,126.52,1,Coche,Vacaciones
2023-05-27,Alemania,Colonia,50.9375,6.9603,Hostal,7,141.66,1,Coche,Vacaciones
2023-01-04,Reino Unido,Edimburgo,55.9533,-3.1883,Albergue,6,69.25,3,Coche,Vacaciones
2023-02-04,Francia,Lyon,45.764,4.8357,Hostal,2,107.24,1,Avión,Vacaciones
2023-07-11,España,Madrid,40.4168,-3.7038,Casa rural,11,57.58,2,Avión,Visita familiar
2023-02-18,España,Málaga,36.7213,-4.4214,Apartamento,13,100.12,4,Coche,Vacaciones
2023-01-17,Alemania,Hamburgo,53.5511,9.9937,Apartamento,4,53.38,3,Avión,Vacaciones
2023-06-21,España,Sevilla,37.3891,-5.9845,Apartamento,8,163.55,1,Autobús,Vacaciones
2023-08-08,España,Sevilla,37.3891,-5.9845,Hostal,12,138.84,3,Autobús,Vacaciones
2023-06-07,Alemania,Berlín,52.52,13.405,Hotel,14,53.75,3,Avión,Vacaciones
2023-02-15,Reino Unido,Manchester,53.4808,-2.2426,Hotel,14,81.17,3,Coche,Vacaciones
2023-01-06,Italia,Venecia,45.4408,12.3155,Casa rural,7,121.7,1,Coche,Estudios
2023-04-09,Italia,Milán,45.4642,9.19,Hotel,7,107.02,5,Tren,Vacaciones
2023-08-21,Francia,Niza,43.7102,7.262,Albergue,12,100.58,1,Coche,Vacaciones
2023-02-06,Reino Unido,Londres,51.5074,-0.1278,Hostal,12,107.55,1,Tren,Vacaciones
2023-10-07,Francia,Lyon,45.764,4.8357,Hotel,4,125.59,1,Tren,Vacaciones
2023-12-15,Italia,Milán,45.4642,9.19,Apartamento,1,160.3,1,Coche,Vacaciones
2023-10-29,Alemania,Hamburgo,53.5511,9.9937,Hostal,7,66.02,1,Avión,Vacaciones
2023-06-30,España,Sevilla,37.3891,-5.9845,Hotel,6,93.86,3,Tren,Negocios
2023-04-05,Italia,Roma,41.9028,12.4964,Hostal,8,46.03,3,Tren,Vacaciones
2023-04-09,Reino Unido,Manchester,53.4808,-2.2426,Hostal,11,98.46,1,Tren,Vacaciones
2023-07-07,Italia,Nápoles,40.8518,14.2681,Hotel,13,149.24,4,Avión,Vacaciones
2023-04-26,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,5,114.21,4,Avión,Vacaciones
2023-07-10,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,8,123.15,5,Tren,Visita familiar
2023-09-10,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,10,105.44,4,Avión,Negocios
2023-06-10,Francia,París,48.8566,2.3522,Hotel,11,78.46,2,Tren,Vacaciones
2023-09-13,Alemania,Múnich,48.1351,11.582,Hostal,14,53.95,2,Tren,Vacaciones
2023-11-19,Italia,Milán,45.4642,9.19,Hotel,8,143.53,4,Autobús,Estudios
2023-05-08,Alemania,Múnich,48.1351,11.582,Casa rural,9,86.58,1,Avión,Vacaciones
2023-01-18,España,Sevilla,37.3891,-5.9845,Hotel,1,94.56,4,Autobús,Vacaciones
2023-10-08,Italia,Roma,41.9028,12.4964,Apartamento,3,41.14,2,Autobús,Vacaciones
2023-08-11,Alemania,Múnich,48.1351,11.582,Apartamento,12,80.6,4,Coche,Negocios
2023-02-23,Alemania,Colonia,50.9375,6.9603,Casa rural,12,103.96,3,Tren,Vacaciones
2023-02-27,España,Valencia,39.4699,-0.3763,Apartamento,11,110.25,5,Tren,Negocios
2023-11-19,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,6,148.25,3,Tren,Vacaciones
2023-12-26,Italia,Milán,45.4642,9.19,Casa rural,13,92.43,3,Tren,Vacaciones
2023-06-23,Italia,Venecia,45.4408,12.3155,Hotel,4,96.8,5,Autobús,Vacaciones
2023-10-07,España,Valencia,39.4699,-0.3763,Hotel,8,145.65,1,Autobús,Vacaciones
2023-04-24,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,10,135.21,5,Autobús,Vacaciones
2023-10-15,Italia,Florencia,43.7696,11.2558,Hostal,14,57.77,1,Autobús,Vacaciones
2023-12-08,Italia,Florencia,43.7696,11.2558,Hotel,14,143.45,2,Tren,Estudios
2023-05-31,Italia,Milán,45.4642,9.19,Apartamento,1,51.85,4,Avión,Negocios
2023-05-07,Reino Unido,Londres,51.5074,-0.1278,Apartamento,12,114.12,2,Avión,Vacaciones
2023-06-04,España,Madrid,40.4168,-3.7038,Casa rural,5,122.57,2,Tren,Visita familiar
2023-09-30,Italia,Venecia,45.4408,12.3155,Hotel,14,105.62,2,Avión,Visita familiar
2023-04-14,Alemania,Colonia,50.9375,6.9603,Hotel,4,88.73,4,Coche,Vacaciones
2023-10-26,Reino Unido,Londres,51.5074,-0.1278,Apartamento,12,86.57,1,Coche,Vacaciones
2023-09-03,Francia,Burdeos,44.8378,-0.5792,Hotel,1,25.82,5,Avión,Vacaciones
2023-06-25,España,Madrid,40.4168,-3.7038,Hostal,10,104.54,1,Avión,Vacaciones
2023-02-08,Alemania,Berlín,52.52,13.405,Apartamento,6,100.97,1,Autobús,Negocios
2023-06-19,Italia,Venecia,45.4408,12.3155,Hostal,10,145.16,3,Tren,Vacaciones
2023-09-04,Francia,Niza,43.7102,7.262,Hostal,13,91.84,4,Tren,Vacaciones
2023-01-26,España,Sevilla,37.3891,-5.9845,Casa rural,3,84.2,1,Coche,Vacaciones
2023-12-21,Reino Unido,Londres,51.5074,-0.1278,Apartamento,11,84.62,1,Avión,Vacaciones
2023-11-02,Francia,Niza,43.7102,7.262,Albergue,11,74.82,2,Avión,Vacaciones
2023-01-13,Francia,Niza,43.7102,7.262,Hotel,5,86.35,3,Coche,Vacaciones
2023-11-12,Alemania,Frankfurt,50.1109,8.6821,Hostal,6,69.09,5,Coche,Vacaciones
2023-11-09,España,Málaga,36.7213,-4.4214,Apartamento,4,118.41,3,Autobús,Vacaciones
2023-02-05,Alemania,Berlín,52.52,13.405,Hostal,10,111.97,2,Autobús,Vacaciones
2023-06-22,Alemania,Múnich,48.1351,11.582,Apartamento,10,56.38,2,Avión,Vacaciones
2023-01-20,Italia,Venecia,45.4408,12.3155,Hostal,12,102.84,2,Coche,Vacaciones
2023-11-17,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,6,133.42,4,Avión,Vacaciones
2023-09-21,Francia,Marsella,43.2965,5.3698,Hostal,7,131.73,2,Coche,Vacaciones
2023-05-22,España,Barcelona,41.3851,2.1734,Hostal,2,68.81,1,Coche,Vacaciones
2023-05-23,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,14,139.98,4,Coche,Vacaciones
2023-04-02,Reino Unido,Manchester,53.4808,-2.2426,Hotel,7,84.12,2,Tren,Vacaciones
2023-12-20,España,Sevilla,37.3891,-5.9845,Albergue,7,100.64,4,Tren,Visita familiar
2023-11-18,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,2,89.45,1,Tren,Vacaciones
2023-10-15,Italia,Roma,41.9028,12.4964,Apartamento,3,63.9,2,Autobús,Vacaciones
2023-08-03,Reino Unido,Manchester,53.4808,-2.2426,Hotel,3,76.6,2,Autobús,Vacaciones
2023-12-08,Italia,Roma,41.9028,12.4964,Hotel,1,137.35,1,Coche,Visita familiar
2023-02-20,Francia,Lyon,45.764,4.8357,Hotel,1,138.17,2,Tren,Vacaciones
2023-06-02,Francia,París,48.8566,2.3522,Apartamento,10,120.42,1,Coche,Vacaciones
2023-07-05,Alemania,Berlín,52.52,13.405,Hotel,11,93.24,2,Tren,Negocios
2023-03-04,Italia,Milán,45.4642,9.19,Hotel,6,154.04,2,Autobús,Vacaciones
2023-07-09,Francia,Burdeos,44.8378,-0.5792,Apartamento,9,129.65,3,Autobús,Vacaciones
2023-05-05,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,9,96.49,4,Avión,Vacaciones
2023-05-30,España,Valencia,39.4699,-0.3763,Hotel,11,41.37,5,Coche,Visita familiar
2023-11-10,España,Valencia,39.4699,-0.3763,Apartamento,14,125.84,3,Autobús,Vacaciones
2023-02-27,Italia,Roma,41.9028,12.4964,Casa rural,1,137.25,3,Tren,Vacaciones
2023-12-08,Alemania,Frankfurt,50.1109,8.6821,Apartamento,12,112.86,4,Autobús,Vacaciones
2023-11-01,Reino Unido,Londres,51.5074,-0.1278,Casa rural,7,42.69,3,Tren,Vacaciones
2023-06-29,Italia,Nápoles,40.8518,14.2681,Casa rural,6,105.95,1,Coche,Visita familiar
2023-06-19,España,Barcelona,41.3851,2.1734,Hotel,4,165.28,3,Coche,Vacaciones
2023-11-22,Italia,Milán,45.4642,9.19,Hotel,11,95.39,5,Coche,Vacaciones
2023-09-28,Reino Unido,Londres,51.5074,-0.1278,Apartamento,3,158.91,1,Autobús,Vacaciones
2023-02-23,Francia,París,48.8566,2.3522,Apartamento,9,121.06,4,Autobús,Vacaciones
2023-04-11,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,10,101.42,4,Coche,Vacaciones
2023-09-21,Francia,Niza,43.7102,7.262,Hotel,5,142.09,4,Autobús,Negocios
2023-02-22,Francia,Burdeos,44.8378,-0.5792,Apartamento,8,81.76,1,Coche,Vacaciones
2023-03-01,Francia,Lyon,45.764,4.8357,Hotel,4,62.91,4,Coche,Negocios
2023-04-18,Italia,Milán,45.4642,9.19,Albergue,4,63.53,4,Coche,Visita familiar
2023-01-05,España,Valencia,39.4699,-0.3763,Hotel,6,106.23,5,Avión,Vacaciones
2023-04-13,Italia,Milán,45.4642,9.19,Casa rural,6,113.38,2,Tren,Negocios
2023-07-15,España,Madrid,40.4168,-3.7038,Hotel,3,79.53,2,Avión,Vacaciones
2023-09-19,Reino Unido,Manchester,53.4808,-2.2426,Hotel,2,136.59,2,Coche,Estudios
2023-12-16,Alemania,Hamburgo,53.5511,9.9937,Hotel,11,102.65,4,Autobús,Negocios
2023-02-16,Reino Unido,Liverpool,53.4084,-2.9916,Albergue,9,124.88,1,Autobús,Vacaciones
2023-12-21,Italia,Florencia,43.7696,11.2558,Hotel,2,79.55,4,Avión,Vacaciones
2023-11-07,Italia,Florencia,43.7696,11.2558,Apartamento,9,94.54,2,Coche,Visita familiar
2023-11-04,España,Sevilla,37.3891,-5.9845,Casa rural,12,47.04,5,Tren,Vacaciones
2023-05-24,Italia,Nápoles,40.8518,14.2681,Apartamento,11,91.57,4,Tren,Vacaciones
2023-09-26,Francia,París,48.8566,2.3522,Hotel,14,106.77,4,Autobús,Negocios
2023-05-04,Italia,Florencia,43.7696,11.2558,Albergue,8,83.18,4,Tren,Vacaciones
2023-04-16,España,Barcelona,41.3851,2.1734,Casa rural,11,98.18,1,Avión,Negocios
2023-06-07,España,Madrid,40.4168,-3.7038,Apartamento,13,107.17,5,Autobús,Vacaciones
2023-05-27,Francia,Lyon,45.764,4.8357,Apartamento,10,83.95,5,Tren,Vacaciones
2023-05-25,España,Madrid,40.4168,-3.7038,Albergue,7,92.07,5,Coche,Vacaciones
2023-04-30,Alemania,Berlín,52.52,13.405,Albergue,12,78.07,5,Tren,Estudios
2023-11-15,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,5,71.76,2,Avión,Vacaciones
2023-10-02,Italia,Milán,45.4642,9.19,Hostal,13,136.88,4,Tren,Negocios
2023-04-02,Alemania,Berlín,52.52,13.405,Hotel,3,57.1,5,Tren,Vacaciones
2023-02-27,Italia,Florencia,43.7696,11.2558,Hotel,2,125.62,3,Avión,Vacaciones
2023-12-12,Alemania,Múnich,48.1351,11.582,Hotel,11,59.07,3,Avión,Visita familiar
2023-08-17,Italia,Venecia,45.4408,12.3155,Hotel,8,145.34,2,Avión,Vacaciones
2023-04-27,Francia,Marsella,43.2965,5.3698,Apartamento,2,117.26,3,Coche,Visita familiar
2023-11-14,España,Madrid,40.4168,-3.7038,Apartamento,8,88.79,3,Tren,Negocios
2023-10-06,España,Málaga,36.7213,-4.4214,Hotel,5,128.32,3,Coche,Vacaciones
2023-05-07,Francia,París,48.8566,2.3522,Apartamento,9,132.61,2,Coche,Vacaciones
2023-05-09,Alemania,Berlín,52.52,13.405,Hotel,4,117.37,4,Avión,Negocios
2023-02-27,Reino Unido,Liverpool,53.4084,-2.9916,Albergue,8,114.22,2,Autobús,Visita familiar
2023-05-02,Alemania,Frankfurt,50.1109,8.6821,Casa rural,13,106.71,1,Coche,Vacaciones
2023-01-01,España,Málaga,36.7213,-4.4214,Hotel,11,142.5,1,Tren,Negocios
2023-08-27,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,7,99.25,3,Avión,Estudios
2023-10-17,Italia,Nápoles,40.8518,14.2681,Hotel,12,103.6,3,Coche,Negocios
2023-04-06,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,8,125.87,4,Tren,Visita familiar
2023-05-06,Alemania,Colonia,50.9375,6.9603,Albergue,5,90.45,3,Tren,Vacaciones
2023-04-28,Francia,París,48.8566,2.3522,Hotel,2,133.0,1,Tren,Vacaciones
2023-02-17,Italia,Roma,41.9028,12.4964,Apartamento,7,126.76,3,Coche,Estudios
2023-03-30,Alemania,Hamburgo,53.5511,9.9937,Hotel,3,185.38,4,Avión,Vacaciones
2023-08-25,Italia,Venecia,45.4408,12.3155,Hotel,13,96.3,1,Avión,Vacaciones
2023-09-29,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,10,117.95,3,Autobús,Estudios
2023-07-08,España,Madrid,40.4168,-3.7038,Albergue,10,114.01,4,Tren,Negocios
2023-07-11,Alemania,Colonia,50.9375,6.9603,Apartamento,10,124.31,4,Avión,Vacaciones
2023-03-10,Francia,Lyon,45.764,4.8357,Casa rural,12,97.87,1,Autobús,Vacaciones
2023-10-05,Reino Unido,Liverpool,53.4084,-2.9916,Casa rural,11,113.94,1,Autobús,Visita familiar
2023-12-15,Alemania,Berlín,52.52,13.405,Hotel,10,104.36,1,Avión,Estudios
2023-09-04,Francia,Marsella,43.2965,5.3698,Apartamento,13,125.8,4,Avión,Vacaciones
2023-03-17,Alemania,Berlín,52.52,13.405,Apartamento,2,42.35,1,Avión,Vacaciones
2023-06-03,Reino Unido,Londres,51.5074,-0.1278,Apartamento,3,92.84,1,Coche,Vacaciones
2023-05-24,Alemania,Berlín,52.52,13.405,Hotel,14,163.64,4,Avión,Negocios
2023-03-27,Italia,Roma,41.9028,12.4964,Albergue,14,146.22,4,Avión,Vacaciones
2023-07-04,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,4,109.1,1,Coche,Vacaciones
2023-10-12,Alemania,Hamburgo,53.5511,9.9937,Apartamento,10,117.77,1,Avión,Vacaciones
2023-08-08,España,Madrid,40.4168,-3.7038,Apartamento,13,115.6,1,Avión,Vacaciones
2023-03-10,Alemania,Frankfurt,50.1109,8.6821,Hotel,11,118.92,4,Avión,Vacaciones
2023-02-16,Italia,Milán,45.4642,9.19,Apartamento,7,73.7,5,Tren,Vacaciones
2023-04-04,Francia,París,48.8566,2.3522,Casa rural,10,80.04,2,Coche,Vacaciones
2023-08-26,Francia,Niza,43.7102,7.262,Casa rural,12,80.48,3,Avión,Vacaciones
2023-07-23,Francia,Burdeos,44.8378,-0.5792,Hotel,1,86.66,2,Coche,Visita familiar
2023-08-06,España,Barcelona,41.3851,2.1734,Apartamento,6,147.22,4,Autobús,Vacaciones
2023-12-07,Italia,Venecia,45.4408,12.3155,Apartamento,13,65.01,5,Autobús,Negocios
2023-02-08,Reino Unido,Londres,51.5074,-0.1278,Hotel,6,158.91,4,Coche,Vacaciones
2023-04-10,Francia,París,48.8566,2.3522,Hotel,8,112.16,1,Avión,Vacaciones
2023-10-16,Italia,Florencia,43.7696,11.2558,Apartamento,2,64.99,3,Coche,Vacaciones
2023-09-11,Alemania,Hamburgo,53.5511,9.9937,Apartamento,2,82.91,2,Tren,Negocios
2023-08-10,España,Málaga,36.7213,-4.4214,Hotel,1,113.16,4,Autobús,Vacaciones
2023-12-23,Italia,Milán,45.4642,9.19,Hotel,3,61.23,5,Coche,Vacaciones
2023-01-23,Italia,Venecia,45.4408,12.3155,Hotel,7,89.55,1,Avión,Vacaciones
2023-09-07,Reino Unido,Londres,51.5074,-0.1278,Hotel,8,65.89,5,Avión,Vacaciones
2023-01-10,Italia,Florencia,43.7696,11.2558,Apartamento,7,119.06,3,Autobús,Visita familiar
2023-09-03,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,9,66.36,5,Tren,Vacaciones
2023-11-21,España,Valencia,39.4699,-0.3763,Hotel,8,54.76,5,Autobús,Vacaciones
2023-04-10,España,Barcelona,41.3851,2.1734,Casa rural,8,143.93,1,Avión,Negocios
2023-10-17,Alemania,Hamburgo,53.5511,9.9937,Hotel,11,90.85,5,Tren,Vacaciones
2023-06-29,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,2,88.21,1,Coche,Negocios
2023-08-11,Reino Unido,Liverpool,53.4084,-2.9916,Albergue,1,114.14,3,Autobús,Vacaciones
2023-09-07,Francia,París,48.8566,2.3522,Apartamento,6,99.17,4,Coche,Visita familiar
2023-05-27,Francia,Niza,43.7102,7.262,Hostal,7,75.32,1,Coche,Vacaciones
2023-04-06,Alemania,Colonia,50.9375,6.9603,Apartamento,6,81.68,4,Avión,Vacaciones
2023-09-14,España,Sevilla,37.3891,-5.9845,Hotel,7,121.55,2,Avión,Vacaciones
2023-11-21,Francia,Lyon,45.764,4.8357,Apartamento,8,71.08,5,Tren,Vacaciones
2023-01-04,Italia,Florencia,43.7696,11.2558,Apartamento,2,98.92,4,Coche,Vacaciones
2023-01-16,España,Málaga,36.7213,-4.4214,Hotel,1,150.04,5,Tren,Visita familiar
2023-10-07,Italia,Milán,45.4642,9.19,Apartamento,10,91.08,1,Tren,Vacaciones
2023-12-02,Reino Unido,Birmingham,52.4862,-1.8904,Casa rural,8,136.97,5,Autobús,Vacaciones
2023-09-04,España,Valencia,39.4699,-0.3763,Hotel,8,69.71,3,Autobús,Vacaciones
2023-09-15,Alemania,Frankfurt,50.1109,8.6821,Apartamento,14,105.53,4,Avión,Vacaciones
2023-06-09,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,8,137.38,5,Coche,Vacaciones
2023-12-06,Reino Unido,Londres,51.5074,-0.1278,Hostal,14,82.88,4,Tren,Vacaciones
2023-06-01,Italia,Nápoles,40.8518,14.2681,Hostal,10,157.52,4,Coche,Vacaciones
2023-06-27,Reino Unido,Londres,51.5074,-0.1278,Hostal,7,98.39,3,Avión,Vacaciones
2023-06-12,Francia,París,48.8566,2.3522,Hotel,2,65.12,1,Coche,Vacaciones
2023-02-02,España,Barcelona,41.3851,2.1734,Hotel,4,130.12,5,Tren,Vacaciones
2023-06-28,Francia,Lyon,45.764,4.8357,Hotel,9,147.56,2,Tren,Visita familiar
2023-04-11,Italia,Nápoles,40.8518,14.2681,Apartamento,8,62.59,4,Coche,Vacaciones
2023-09-25,Italia,Roma,41.9028,12.4964,Hostal,4,113.24,1,Coche,Estudios
2023-11-19,España,Sevilla,37.3891,-5.9845,Albergue,8,79.81,2,Coche,Vacaciones
2023-03-06,Reino Unido,Londres,51.5074,-0.1278,Apartamento,10,69.36,4,Tren,Vacaciones
2023-06-17,Alemania,Múnich,48.1351,11.582,Apartamento,13,73.54,2,Tren,Vacaciones
2023-11-26,Italia,Roma,41.9028,12.4964,Apartamento,6,106.31,5,Autobús,Visita familiar
2023-02-12,España,Valencia,39.4699,-0.3763,Hotel,11,138.8,5,Tren,Estudios
2023-02-13,Alemania,Frankfurt,50.1109,8.6821,Apartamento,9,98.17,4,Coche,Vacaciones
2023-10-12,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,1,112.6,4,Tren,Vacaciones
2023-01-12,Italia,Nápoles,40.8518,14.2681,Albergue,6,83.38,5,Coche,Negocios
2023-04-05,España,Madrid,40.4168,-3.7038,Hotel,11,96.21,1,Tren,Visita familiar
2023-10-29,España,Valencia,39.4699,-0.3763,Albergue,4,73.96,2,Tren,Vacaciones
2023-09-10,España,Málaga,36.7213,-4.4214,Apartamento,3,45.68,4,Coche,Visita familiar
2023-08-30,Italia,Florencia,43.7696,11.2558,Hotel,5,84.65,4,Avión,Estudios
2023-02-04,Alemania,Colonia,50.9375,6.9603,Hotel,10,133.88,3,Autobús,Negocios
2023-08-03,España,Málaga,36.7213,-4.4214,Hotel,11,25.16,2,Tren,Vacaciones
2023-12-03,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,8,133.04,5,Avión,Vacaciones
2023-03-31,España,Barcelona,41.3851,2.1734,Hotel,11,109.86,4,Tren,Vacaciones
2023-09-21,Alemania,Colonia,50.9375,6.9603,Apartamento,10,95.84,4,Tren,Vacaciones
2023-04-03,Italia,Roma,41.9028,12.4964,Albergue,6,84.24,5,Tren,Vacaciones
2023-03-31,España,Valencia,39.4699,-0.3763,Apartamento,1,114.37,2,Coche,Vacaciones
2023-04-25,España,Barcelona,41.3851,2.1734,Hostal,6,141.96,1,Tren,Vacaciones
2023-04-15,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,7,107.74,5,Avión,Vacaciones
2023-07-15,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,13,93.69,1,Tren,Vacaciones
2023-11-10,España,Madrid,40.4168,-3.7038,Hotel,6,180.97,4,Tren,Visita familiar
2023-04-24,España,Sevilla,37.3891,-5.9845,Casa rural,3,102.58,1,Tren,Vacaciones
2023-03-16,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,11,50.85,1,Coche,Estudios
2023-08-05,Alemania,Colonia,50.9375,6.9603,Apartamento,9,109.83,5,Coche,Vacaciones
2023-10-04,Francia,Marsella,43.2965,5.3698,Apartamento,13,82.35,4,Avión,Vacaciones
2023-09-06,Francia,Marsella,43.2965,5.3698,Apartamento,10,89.41,2,Coche,Negocios
2023-06-13,España,Málaga,36.7213,-4.4214,Hostal,10,138.35,3,Tren,Vacaciones
2023-12-23,Reino Unido,Manchester,53.4808,-2.2426,Hotel,4,126.33,1,Coche,Vacaciones
2023-07-11,Italia,Roma,41.9028,12.4964,Hotel,5,47.14,4,Autobús,Vacaciones
2023-08-15,Italia,Florencia,43.7696,11.2558,Hostal,5,48.12,3,Coche,Vacaciones
2023-06-26,Francia,Marsella,43.2965,5.3698,Apartamento,3,104.23,2,Tren,Visita familiar
2023-04-09,Alemania,Berlín,52.52,13.405,Apartamento,12,129.18,3,Tren,Visita familiar
2023-02-05,Francia,Niza,43.7102,7.262,Hotel,2,32.62,2,Autobús,Negocios
2023-04-06,España,Valencia,39.4699,-0.3763,Hostal,8,129.39,3,Coche,Vacaciones
2023-06-01,Alemania,Hamburgo,53.5511,9.9937,Albergue,7,173.98,2,Tren,Vacaciones
